city,state,median_age,male_population,female_population,total_population,state_code
Mission,Texas,32.9,40530.0,42777.0,83307,TX
Buffalo,New York,33.1,124537.0,133529.0,258066,NY
Oceanside,California,39.4,87482.0,88232.0,175714,CA
Columbia,Missouri,26.8,56544.0,62554.0,119098,MO
Boise,Idaho,34.9,110099.0,108181.0,218280,ID
Pembroke Pines,Florida,40.3,77050.0,89574.0,166624,FL
Toms River,New Jersey,43.7,43864.0,43886.0,87750,NJ
Plymouth,Minnesota,38.4,39035.0,36893.0,75928,MN
Las Vegas,Nevada,37.5,310568.0,313201.0,623769,NV
Layton,Utah,29.5,37748.0,36394.0,74142,UT
Anchorage,Alaska,32.2,152945.0,145750.0,298695,AK
San Diego,California,34.5,693826.0,701081.0,1394907,CA
Kenner,Louisiana,36.9,33993.0,33113.0,67106,LA
Aurora,Illinois,31.7,101964.0,101751.0,203715,IL
Madison,Wisconsin,30.7,122596.0,126360.0,248956,WI
Dayton,Ohio,32.8,66631.0,73966.0,140597,OH
Sugar Land,Texas,42.1,43889.0,44240.0,88129,TX
Ann Arbor,Michigan,28.1,58789.0,58281.0,117070,MI
Peoria,Arizona,36.9,80139.0,91103.0,171242,AZ
Charlotte,North Carolina,34.3,396646.0,430475.0,827121,NC
Concord,North Carolina,35.7,42732.0,44961.0,87693,NC
Murrieta,California,35.3,49363.0,60453.0,109816,CA
Abilene,Texas,31.3,65212.0,60664.0,125876,TX
Centreville,Virginia,36.0,34749.0,37033.0,71782,VA
Deerfield Beach,Florida,41.4,37155.0,42614.0,79769,FL
Buena Park,California,35.7,41593.0,41671.0,83264,CA
Skokie,Illinois,43.4,31382.0,33437.0,64819,IL
Missouri City,Texas,37.2,34932.0,36846.0,71778,TX
Orange,California,35.0,67337.0,73658.0,140995,CA
Hoover,Alabama,38.5,38040.0,46799.0,84839,AL
Grand Prairie,Texas,33.1,90811.0,96944.0,187755,TX
Deltona,Florida,39.9,44853.0,43621.0,88474,FL
Deltona,Florida,39.9,44853.0,43621.0,88474,FL
Kirkland,Washington,40.8,42159.0,45108.0,87267,WA
Fort Smith,Arkansas,34.9,43346.0,44849.0,88195,AR
Tuscaloosa,Alabama,29.1,47293.0,51045.0,98338,AL
West Covina,California,39.8,51629.0,56860.0,108489,CA
Springfield,Illinois,38.8,55639.0,62170.0,117809,IL
O'Fallon,Missouri,36.0,41762.0,43270.0,85032,MO
Miami,Florida,40.4,215840.0,225149.0,440989,FL
Muncie,Indiana,27.4,32446.0,37255.0,69701,IN
Bellingham,Washington,30.7,41286.0,43857.0,85143,WA
Mission Viejo,California,44.9,48849.0,48314.0,97163,CA
Dale City,Virginia,33.4,35984.0,35415.0,71399,VA
Apple Valley,California,34.3,32873.0,39312.0,72185,CA
Escondido,California,33.3,76551.0,74907.0,151458,CA
Union City,New Jersey,35.4,35376.0,33773.0,69149,NJ
Upland,California,39.7,36226.0,40221.0,76447,CA
Roseville,California,38.4,62591.0,67691.0,130282,CA
Tracy,California,35.5,43156.0,43937.0,87093,CA
Boulder,Colorado,29.0,56342.0,51000.0,107342,CO
Toledo,Ohio,36.1,135455.0,144323.0,279778,OH
South Jordan,Utah,33.8,33669.0,32970.0,66639,UT
Savannah,Georgia,30.3,69389.0,76295.0,145684,GA
Macon,Georgia,36.0,71833.0,81626.0,153459,GA
Albuquerque,New Mexico,36.0,273323.0,285808.0,559131,NM
The Villages,Florida,70.5,,,72590,FL
Edmond,Oklahoma,32.5,45191.0,44899.0,90090,OK
Plano,Texas,38.1,138565.0,145054.0,283619,TX
Centennial,Colorado,42.4,53222.0,56504.0,109726,CO
Sunrise,Florida,37.7,41471.0,51235.0,92706,FL
Columbia,Maryland,37.9,52202.0,51265.0,103467,MD
Cleveland,Ohio,36.0,186436.0,201623.0,388059,OH
Casas Adobes,Arizona,44.8,30890.0,34375.0,65265,AZ
Phoenix,Arizona,33.8,786833.0,776168.0,1563001,AZ
Manteca,California,35.3,37053.0,38397.0,75450,CA
Carrollton,Texas,36.9,66928.0,66218.0,133146,TX
Medford,Oregon,38.6,39606.0,40189.0,79795,OR
Medford,Oregon,38.6,39606.0,40189.0,79795,OR
Odessa,Texas,31.2,61119.0,57861.0,118980,TX
Kennewick,Washington,32.0,38492.0,40411.0,78903,WA
Little Rock,Arkansas,36.6,96997.0,100989.0,197986,AR
Tempe,Arizona,28.8,91350.0,84476.0,175826,AZ
Tempe,Arizona,28.8,91350.0,84476.0,175826,AZ
Arlington,Texas,32.6,191060.0,197062.0,388122,TX
Arlington,Texas,32.6,191060.0,197062.0,388122,TX
Edinburg,Texas,29.3,39422.0,45079.0,84501,TX
Hayward,California,34.3,78152.0,80148.0,158300,CA
Gilbert,Arizona,33.2,116711.0,130812.0,247523,AZ
Gilbert,Arizona,33.2,116711.0,130812.0,247523,AZ
Fort Collins,Colorado,29.6,80893.0,80288.0,161181,CO
Yonkers,New York,38.0,96580.0,104538.0,201118,NY
West Valley City,Utah,30.7,68235.0,67989.0,136224,UT
Lancaster,California,30.9,80668.0,80445.0,161113,CA
Moreno Valley,California,30.7,98584.0,105597.0,204181,CA
El Monte,California,37.3,57961.0,58784.0,116745,CA
Melbourne,Florida,43.4,39180.0,40956.0,80136,FL
Olathe,Kansas,33.0,65046.0,69270.0,134316,KS
Raleigh,North Carolina,32.8,219184.0,232765.0,451949,NC
Albany,New York,32.8,47627.0,50825.0,98452,NY
Compton,California,30.1,49264.0,49184.0,98448,CA
Mount Vernon,New York,38.5,31876.0,36745.0,68621,NY
Cape Coral,Florida,45.0,85626.0,89604.0,175230,FL
Bismarck,North Dakota,38.0,34675.0,35565.0,70240,ND
Cleveland,Ohio,36.0,186436.0,201623.0,388059,OH
Cleveland,Ohio,36.0,186436.0,201623.0,388059,OH
Houston,Texas,32.6,1149686.0,1148942.0,2298628,TX
Norwalk,Connecticut,42.4,40880.0,47603.0,88483,CT
Southfield,Michigan,41.6,31369.0,41808.0,73177,MI
Pawtucket,Rhode Island,39.2,36072.0,35511.0,71583,RI
Orem,Utah,26.1,48695.0,45762.0,94457,UT
Flagstaff,Arizona,23.9,33224.0,37093.0,70317,AZ
Huntington Beach,California,41.6,99967.0,101960.0,201927,CA
Boston,Massachusetts,31.8,322149.0,347320.0,669469,MA
Evanston,Illinois,36.8,34146.0,41377.0,75523,IL
West Valley City,Utah,30.7,68235.0,67989.0,136224,UT
Surprise,Arizona,39.4,62875.0,65567.0,128442,AZ
El Cajon,California,32.7,54450.0,49238.0,103688,CA
Miramar,Florida,36.6,66157.0,70958.0,137115,FL
Johns Creek,Georgia,39.0,40282.0,43057.0,83339,GA
Rapid City,South Dakota,39.5,36122.0,37446.0,73568,SD
Manchester,New Hampshire,37.3,54845.0,55378.0,110223,NH
Meridian,Idaho,38.0,43353.0,47400.0,90753,ID
Sioux Falls,South Dakota,34.6,86596.0,84934.0,171530,SD
Durham,North Carolina,33.2,121153.0,136445.0,257598,NC
Wichita Falls,Texas,34.0,55775.0,48934.0,104709,TX
Huntsville,Alabama,38.1,91764.0,97350.0,189114,AL
Fremont,California,38.3,114383.0,117808.0,232191,CA
Wilmington,North Carolina,35.5,52346.0,63601.0,115947,NC
Amarillo,Texas,33.8,99391.0,100260.0,199651,TX
Pharr,Texas,26.9,35242.0,41293.0,76535,TX
Pharr,Texas,26.9,35242.0,41293.0,76535,TX
Chicago,Illinois,34.2,1320015.0,1400541.0,2720556,IL
Spokane Valley,Washington,36.0,49933.0,44975.0,94908,WA
Rochester,New York,31.4,100135.0,109673.0,209808,NY
Norfolk,Virginia,30.2,128917.0,117476.0,246393,VA
Redding,California,38.8,42530.0,49049.0,91579,CA
Palatine,Illinois,38.0,36506.0,32763.0,69269,IL
Lake Charles,Louisiana,31.8,35678.0,40388.0,76066,LA
Frisco,Texas,37.2,73989.0,80399.0,154388,TX
Grand Rapids,Michigan,32.1,95669.0,99430.0,195099,MI
Chesapeake,Virginia,36.7,114964.0,120465.0,235429,VA
Westland,Michigan,39.9,37742.0,44253.0,81995,MI
Columbia,Missouri,26.8,56544.0,62554.0,119098,MO
Glendale,Arizona,34.4,116795.0,123319.0,240114,AZ
Fishers,Indiana,34.5,42161.0,43910.0,86071,IN
Harlingen,Texas,30.1,32404.0,33365.0,65769,TX
Pembroke Pines,Florida,40.3,77050.0,89574.0,166624,FL
Pembroke Pines,Florida,40.3,77050.0,89574.0,166624,FL
Springdale,Arkansas,31.8,36840.0,43614.0,80454,AR
Goodyear,Arizona,38.6,36711.0,42292.0,79003,AZ
Joliet,Illinois,33.1,70863.0,79162.0,150025,IL
Lynn,Massachusetts,34.8,44598.0,47861.0,92459,MA
Brentwood,New York,34.2,31395.0,32397.0,63792,NY
Anchorage,Alaska,32.2,152945.0,145750.0,298695,AK
Riverside,California,31.4,160613.0,161810.0,322423,CA
Tallahassee,Florida,26.2,89390.0,100504.0,189894,FL
Minneapolis,Minnesota,32.4,206547.0,204388.0,410935,MN
Corona,California,37.1,79749.0,84493.0,164242,CA
Sunnyvale,California,35.7,79480.0,72280.0,151760,CA
Concord,North Carolina,35.7,42732.0,44961.0,87693,NC
Rochester,Minnesota,35.0,54934.0,57282.0,112216,MN
Abilene,Texas,31.3,65212.0,60664.0,125876,TX
Santa Clarita,California,38.1,90192.0,92175.0,182367,CA
Deerfield Beach,Florida,41.4,37155.0,42614.0,79769,FL
Billings,Montana,36.3,52705.0,57565.0,110270,MT
Lawrence,Kansas,27.4,45592.0,48324.0,93916,KS
Beaumont,Texas,31.6,57326.0,60784.0,118110,TX
Tustin,California,33.4,39511.0,41052.0,80563,CA
Chico,California,29.9,46168.0,44168.0,90336,CA
Hoover,Alabama,38.5,38040.0,46799.0,84839,AL
Rancho Cucamonga,California,34.5,88127.0,87105.0,175232,CA
Columbia,South Carolina,28.0,67686.0,65707.0,133393,SC
Federal Way,Washington,36.4,49151.0,46037.0,95188,WA
Urban Honolulu,Hawaii,41.4,176807.0,175959.0,352766,HI
Urban Honolulu,Hawaii,41.4,176807.0,175959.0,352766,HI
Gainesville,Florida,26.0,60803.0,69330.0,130133,FL
Richmond,California,35.3,52615.0,57100.0,109715,CA
Peoria,Illinois,33.1,56229.0,62432.0,118661,IL
Oakland,California,35.7,203827.0,215451.0,419278,CA
Paradise,Nevada,37.2,122784.0,114162.0,236946,NV
Broken Arrow,Oklahoma,36.8,52136.0,55459.0,107595,OK
